player_name,type,short_form,year,price_in_per_10_lakh,price_in_cr
Christopher Morris,All-Rounder,CSK,2013,0.62,0.062
Dirk Nannes,Bowler,CSK,2013,0.6,0.06
Ben Laughlin,Bowler,CSK,2013,0.02,0.002
Akila Dananjaya,All-Rounder,CSK,2013,0.02,0.002
Jason Holder,Bowler,CSK,2013,0.02,0.002
Johan Botha,All-Rounder,DC,2013,0.45,0.045
Jesse Ryder,All-Rounder,DC,2013,0.26,0.026000000000000002
Jeevan Mendis,All-Rounder,DC,2013,0.05,0.005
Manpreet Gony,Bowler,PBKS,2013,0.5,0.05
Luke Pomersbach,Batsman,PBKS,2013,0.3,0.03
Sachithra Senanayaka,All-Rounder,KKR,2013,0.62,0.062
Ryan McLaren,Bowler,KKR,2013,0.05,0.005
Glenn Maxwell,All-Rounder,MI,2013,1.0,0.1
Nathan Coulter-Nile,Bowler,MI,2013,0.45,0.045
Ricky Ponting,Batsman,MI,2013,0.4,0.04
Philip Hughes,Batsman,MI,2013,0.1,0.01
Jacob Oram,All-Rounder,MI,2013,0.05,0.005
Ajantha Mendis,Bowler,PWI,2013,0.72,0.072
Kane Richardson,Bowler,PWI,2013,0.7,0.06999999999999999
Abhishek Nayar,All-Rounder,PWI,2013,0.68,0.068
Michael Clarke,Batsman,PWI,2013,0.4,0.04
James Faulkner,All-Rounder,RR,2013,0.4,0.04
Fidel Edwards,Bowler,RR,2013,0.21,0.020999999999999998
Kusal Janith Perera,Wicket-Keeper,RR,2013,0.02,0.002
Jaydev Unadkat,Bowler,RCB,2013,0.52,0.052000000000000005
Rudra Pratap Singh,Bowler,RCB,2013,0.4,0.04
Moises Henriques,All-Rounder,RCB,2013,0.3,0.03
Ravi Rampaul,Bowler,RCB,2013,0.29,0.028999999999999998
Pankaj Singh,Bowler,RCB,2013,0.15,0.015
Daniel Christian,All-Rounder,RCB,2013,0.1,0.01
Christopher Barnwell,All-Rounder,RCB,2013,0.05,0.005
Thisara Perera,All-Rounder,SRH,2013,0.68,0.068
Darren Sammy,All-Rounder,SRH,2013,0.42,0.041999999999999996
Sudeep Tyagi,Bowler,SRH,2013,0.1,0.01
Clinton McKay,Bowler,SRH,2013,0.1,0.01
Nathan McCullum,Bowler,SRH,2013,0.1,0.01
Quinton De Kock,Wicket-Keeper,SRH,2013,0.02,0.002
Faf Du Plessis,Batsman,CSK,2014,47.5,4.75
Dwayne Smith,Batsman,CSK,2014,45.0,4.5
Brendon McCullum,Wicket-Keeper,CSK,2014,32.5,3.25
Ashish Nehra,Bowler,CSK,2014,20.0,2.0
Mohit Sharma,Bowler,CSK,2014,20.0,2.0
Ishwar Chandra Pandey,Bowler,CSK,2014,15.0,1.5
Ben Hilfenhaus,Bowler,CSK,2014,10.0,1.0
John Hastings,All-Rounder,CSK,2014,5.0,0.5
Samuel Badree,Bowler,CSK,2014,3.0,0.3
Matt Henry,Bowler,CSK,2014,3.0,0.3
Mithun Manhas,All-Rounder,CSK,2014,3.0,0.3
Vijay Shankar,All-Rounder,CSK,2014,1.0,0.1
Ronit More,Bowler,CSK,2014,1.0,0.1
Baba Aparajith,Batsman,CSK,2014,1.0,0.1
Pawan Negi,Bowler,CSK,2014,1.0,0.1
Dinesh Karthik,Wicket-Keeper,DC,2014,125.0,12.5
Kevin Pietersen,Batsman,DC,2014,90.0,9.0
Murali Vijay,Batsman,DC,2014,50.0,5.0
Mohammad Shami,Bowler,DC,2014,42.5,4.25
Nathan Coulter-Nile,Bowler,DC,2014,42.5,4.25
Quinton De Kock,Wicket-Keeper,DC,2014,35.0,3.5
Manoj Tiwary,Batsman,DC,2014,28.0,2.8
Jaydev Unadkat,Bowler,DC,2014,28.0,2.8
Jean-Paul Duminy,Batsman,DC,2014,22.0,2.2
Ross Taylor,Batsman,DC,2014,20.0,2.0
Kedar Jadhav,Batsman,DC,2014,20.0,2.0
Rahul Sharma,Bowler,DC,2014,19.0,1.9
Mayank Agarwal,Batsman,DC,2014,16.0,1.6
Laxmi Ratan Shukla,All-Rounder,DC,2014,15.0,1.5
James Neesham,All-Rounder,DC,2014,10.0,1.0
Wayne Parnell,Bowler,DC,2014,10.0,1.0
Shahbaz Nadeem,Bowler,DC,2014,8.5,0.85
Saurabh Tiwary,Batsman,DC,2014,7.0,0.7
Siddarth Kaul,Bowler,DC,2014,4.5,0.45
Rahul Shukla,Bowler,DC,2014,4.0,0.4
Jayant Yadav,All-Rounder,DC,2014,1.0,0.1
HS Sharath,Bowler,DC,2014,1.0,0.1
Milind Kumar,Batsman,DC,2014,1.0,0.1
Mitchell Johnson,All-Rounder,PBKS,2014,65.0,6.5
Glenn Maxwell,All-Rounder,PBKS,2014,60.0,6.0
George Bailey,Batsman,PBKS,2014,32.5,3.25
Virender Sehwag,Batsman,PBKS,2014,32.0,3.2
Rishi Dhawan,All-Rounder,PBKS,2014,30.0,3.0
Wriddhiman Saha,Wicket-Keeper,PBKS,2014,22.0,2.2
Shaun Marsh,Batsman,PBKS,2014,22.0,2.2
Cheteshwar Pujara,Batsman,PBKS,2014,19.0,1.9
Beuran Hendricks,Bowler,PBKS,2014,18.0,1.8
Lakshmipathy Balaji,Bowler,PBKS,2014,18.0,1.8
Thisara Perera,All-Rounder,PBKS,2014,16.0,1.6
Gurkirat Singh Mann,Batsman,PBKS,2014,13.0,1.3
Murali Kartik,Bowler,PBKS,2014,10.0,1.0
Sandeep Sharma,Bowler,PBKS,2014,8.5,0.85
Mandeep Hardev Singh,All-Rounder,PBKS,2014,8.0,0.8
Akshar Rajesh Patel,All-Rounder,PBKS,2014,7.5,0.75
Parvinder Awana,Bowler,PBKS,2014,6.5,0.65
Shardul Narendra Thakur,Bowler,PBKS,2014,2.0,0.2
Anureet Singh,Bowler,PBKS,2014,2.0,0.2
Shivam Sharma,Bowler,PBKS,2014,1.0,0.1
Karanveer Singh,All-Rounder,PBKS,2014,1.0,0.1
Jacques Kallis,All-Rounder,KKR,2014,55.0,5.5
Robin Uthappa,Batsman,KKR,2014,50.0,5.0
Piyush Chawla,Bowler,KKR,2014,42.5,4.25
Yusuf Pathan,All-Rounder,KKR,2014,32.5,3.25
Shakib Al Hasan,All-Rounder,KKR,2014,28.0,2.8
Morne Morkel,Bowler,KKR,2014,28.0,2.8
Ranganath Vinay Kumar,Bowler,KKR,2014,28.0,2.8
Umesh Yadav,Bowler,KKR,2014,26.0,2.6
Manish Pandey,Batsman,KKR,2014,17.0,1.7
Chris Lynn,Batsman,KKR,2014,13.0,1.3
Patrick Cummins,Bowler,KKR,2014,10.0,1.0
Ryan Ten Doeschate,All-Rounder,KKR,2014,10.0,1.0
Suryakumar Yadav,Batsman,KKR,2014,7.0,0.7
Andre Russell,All-Rounder,KKR,2014,6.0,0.6
Manvinder Bisla,Wicket-Keeper,KKR,2014,6.0,0.6
Veer Pratap Singh,Bowler,KKR,2014,4.0,0.4
Kuldeep Singh Yadav,Bowler,KKR,2014,4.0,0.4
Debabrata Das,Wicket-Keeper,KKR,2014,2.0,0.2
Sayan Sekhar Mandal,All-Rounder,KKR,2014,1.0,0.1
Michael Hussey,Batsman,MI,2014,50.0,5.0
Corey Anderson,All-Rounder,MI,2014,45.0,4.5
Pragyan Ojha,Bowler,MI,2014,32.5,3.25
Zaheer Khan,Bowler,MI,2014,26.0,2.6
Aditya Tare,Wicket-Keeper,MI,2014,16.0,1.6
Jasprit Bumrah,Bowler,MI,2014,12.0,1.2
Jalaj Saxena,All-Rounder,MI,2014,9.0,0.9
Josh Hazlewood,Bowler,MI,2014,5.0,0.5
Marchant De Lange,Bowler,MI,2014,3.0,0.3
Krismar Santokie,Bowler,MI,2014,3.0,0.3
Ben Dunk,Wicket-Keeper,MI,2014,2.0,0.2
C.M. Gautam,Wicket-Keeper,MI,2014,2.0,0.2
Apoorv Vijay Wankhade,Batsman,MI,2014,1.0,0.1
Pawan Suyal,Bowler,MI,2014,1.0,0.1
Sushant Marathe,Wicket-Keeper,MI,2014,1.0,0.1
Shreyas Gopal,Bowler,MI,2014,1.0,0.1
Steven Smith,All-Rounder,RR,2014,40.0,4.0
Brad Hodge,Batsman,RR,2014,24.0,2.4
Rajat Bhatia,All-Rounder,RR,2014,17.0,1.7
Tim Southee,Bowler,RR,2014,12.0,1.2
Dhawal Kulkarni,Bowler,RR,2014,11.0,1.1
Abhishek Nayar,All-Rounder,RR,2014,10.0,1.0
Kane Richardson,Bowler,RR,2014,10.0,1.0
Ben Cutting,Bowler,RR,2014,8.0,0.8
Karun Nair,Batsman,RR,2014,7.5,0.75
Unmukt Chand,Batsman,RR,2014,6.5,0.65
Iqbal Abdullah,All-Rounder,RR,2014,6.5,0.65
Deepak Hooda,Bowler,RR,2014,4.0,0.4
Dishant Yagnik,Wicket-Keeper,RR,2014,3.0,0.3
Kevon Cooper,All-Rounder,RR,2014,3.0,0.3
Vikramjeet Malik,Bowler,RR,2014,2.0,0.2
Ankit Nagendra Sharma,Bowler,RR,2014,1.0,0.1
Rahul Tewatia,All-Rounder,RR,2014,1.0,0.1
Ankush Bains,Wicket-Keeper,RR,2014,1.0,0.1
Amit Mishra,Bowler,RR,2014,1.0,0.1
Pravin Tambe,Bowler,RR,2014,1.0,0.1
Yuvraj Singh,All-Rounder,RCB,2014,140.0,14.0
Mitchell Starc,Bowler,RCB,2014,50.0,5.0
Albie Morkel,All-Rounder,RCB,2014,24.0,2.4
Varun Aaron,Bowler,RCB,2014,20.0,2.0
Ashok Dinda,Bowler,RCB,2014,15.0,1.5
Parthiv Patel,Wicket-Keeper,RCB,2014,14.0,1.4
Muttiah Muralitharan,Bowler,RCB,2014,10.0,1.0
Ravi Rampaul,Bowler,RCB,2014,9.0,0.9
Nic Maddinson,Batsman,RCB,2014,5.0,0.5
Harshal Patel,Bowler,RCB,2014,4.0,0.4
Vijay Zol,Batsman,RCB,2014,3.0,0.3
Abu Nechim Ahmed,Bowler,RCB,2014,3.0,0.3
Sachin Rana,Bowler,RCB,2014,2.0,0.2
Shadab Jakati,Bowler,RCB,2014,2.0,0.2
Sandeep Warrier,Bowler,RCB,2014,1.0,0.1
Tanmay Mishra,Batsman,RCB,2014,1.0,0.1
Yogesh Takawale,Wicket-Keeper,RCB,2014,1.0,0.1
Yuzvendra Singh Chahal,Bowler,RCB,2014,1.0,0.1
David Warner,Batsman,SRH,2014,55.0,5.5
Amit Mishra,Bowler,SRH,2014,47.5,4.75
Bhuvneshwar Kumar,Bowler,SRH,2014,42.5,4.25
Aaron Finch,Batsman,SRH,2014,40.0,4.0
Karn Sharma,Bowler,SRH,2014,37.5,3.75
Darren Sammy,All-Rounder,SRH,2014,35.0,3.5
Ishant Sharma,Bowler,SRH,2014,26.0,2.6
Irfan Pathan,All-Rounder,SRH,2014,24.0,2.4
Moises Henriques,All-Rounder,SRH,2014,10.0,1.0
KL Rahul,Batsman,SRH,2014,10.0,1.0
Parveez Rasool,All-Rounder,SRH,2014,9.5,0.95
Jason Holder,Bowler,SRH,2014,7.5,0.75
Venugopal Rao,Batsman,SRH,2014,5.5,0.55
Naman Ojha,Wicket-Keeper,SRH,2014,5.0,0.5
Brendan Taylor,Wicket-Keeper,SRH,2014,3.0,0.3
Prasanth Parameswaran,Bowler,SRH,2014,3.0,0.3
Amit Paunikar,Wicket-Keeper,SRH,2014,2.0,0.2
Ashish Reddy,Bowler,SRH,2014,2.0,0.2
Srikkanth Anirudha,Batsman,SRH,2014,2.0,0.2
Ricky Bhui,Batsman,SRH,2014,1.0,0.1
Chama Milind,Bowler,SRH,2014,1.0,0.1
Manprit Juneja,Batsman,SRH,2014,1.0,0.1
Michael Hussey,Batsman,CSK,2015,15.0,1.5
Irfan Pathan,All-Rounder,CSK,2015,15.0,1.5
Rahul Sharma,Bowler,CSK,2015,3.0,0.3
Kyle Abbott,Bowler,CSK,2015,3.0,0.3
Andrew Tye,Bowler,CSK,2015,2.0,0.2
Pratyush Singh,All-Rounder,CSK,2015,1.0,0.1
Ankush Bains,Wicket-Keeper,CSK,2015,1.0,0.1
Eklavya Dwivedi,Wicket-Keeper,CSK,2015,1.0,0.1
Yuvraj Singh,Batsman,DC,2015,160.0,16.0
Angelo Mathews,All-Rounder,DC,2015,75.0,7.5
Zaheer Khan,Bowler,DC,2015,40.0,4.0
Amit Mishra,Bowler,DC,2015,35.0,3.5
Shreyas Iyer,Batsman,DC,2015,26.0,2.6
Gurinder Sandhu,Bowler,DC,2015,17.0,1.7
Jaydev Unadkat,Bowler,DC,2015,11.0,1.1
Domnic Joseph Muthuswamy,Bowler,DC,2015,7.5,0.75
Albie Morkel,All-Rounder,DC,2015,3.0,0.3
Travis Head,Batsman,DC,2015,3.0,0.3
Marcus Stoinis,All-Rounder,DC,2015,2.5,0.25
C.M. Gautam,Wicket-Keeper,DC,2015,2.0,0.2
Kona Srikar Bharat,Wicket-Keeper,DC,2015,1.0,0.1
K.K. Jiyaz,Bowler,DC,2015,1.0,0.1
Murali Vijay,Batsman,PBKS,2015,30.0,3.0
Nikhil Shankar Naik,Wicket-Keeper,PBKS,2015,3.0,0.3
Yogesh Gowalkar,All-Rounder,PBKS,2015,1.0,0.1
K.C. Cariappa,Bowler,KKR,2015,24.0,2.4
James Neesham,All-Rounder,KKR,2015,5.0,0.5
Brad Hogg,Bowler,KKR,2015,5.0,0.5
Aditya Garhwal,All-Rounder,KKR,2015,2.5,0.25
Sheldon Jackson,Batsman,KKR,2015,1.5,0.15
Sumit Narwal,All-Rounder,KKR,2015,1.0,0.1
Vaibhav Rawal,All-Rounder,KKR,2015,1.0,0.1
Aaron Finch,Batsman,MI,2015,32.0,3.2
Pragyan Ojha,Bowler,MI,2015,5.0,0.5
Abhimanyu Mithun,Bowler,MI,2015,3.0,0.3
Mitchell McClenaghan,Bowler,MI,2015,3.0,0.3
Aiden Blizzard,Batsman,MI,2015,3.0,0.3
Hardik Pandya,All-Rounder,MI,2015,1.0,0.1
Akshay Wakhare,Bowler,MI,2015,1.0,0.1
Nitish Rana,All-Rounder,MI,2015,1.0,0.1
Siddhesh Dinesh Lad,All-Rounder,MI,2015,1.0,0.1
J. Suchitch,All-Rounder,MI,2015,1.0,0.1
Christopher Morris,All-Rounder,RR,2015,14.0,1.4
Juan Theron,Bowler,RR,2015,3.0,0.3
Barinder Singh Saran,Bowler,RR,2015,1.0,0.1
Dinesh Salunkhe,All-Rounder,RR,2015,1.0,0.1
Sagar Trivedi,All-Rounder,RR,2015,1.0,0.1
Pardeep Sahu,All-Rounder,RR,2015,1.0,0.1
Dinesh Karthik,Wicket-Keeper,RCB,2015,105.0,10.5
Darren Sammy,All-Rounder,RCB,2015,28.0,2.8
David Wiese,All-Rounder,RCB,2015,28.0,2.8
Sean Abbott,Bowler,RCB,2015,10.0,1.0
Adam Milne,Bowler,RCB,2015,7.0,0.7
Sarfaraz Naushad Khan,Batsman,RCB,2015,5.0,0.5
Subramaniam Badrinath,Batsman,RCB,2015,3.0,0.3
Jalaj Saxena,All-Rounder,RCB,2015,1.0,0.1
Shishir Bhavane,Batsman,RCB,2015,1.0,0.1
Trent Boult,Bowler,SRH,2015,38.0,3.8
Praveen Kumar,Bowler,SRH,2015,22.0,2.2
Kevin Pietersen,Batsman,SRH,2015,20.0,2.0
Eoin Morgan,Batsman,SRH,2015,15.0,1.5
Ravi Bopara,All-Rounder,SRH,2015,10.0,1.0
Kane Williamson,All-Rounder,SRH,2015,6.0,0.6
Laxmi Ratan Shukla,All-Rounder,SRH,2015,3.0,0.3
Prasanth Padmanabhan,All-Rounder,SRH,2015,1.0,0.1
Hanuma Vihari,Batsman,SRH,2015,1.0,0.1
Siddarth Kaul,Bowler,SRH,2015,1.0,0.1
Pawan Negi,All-Rounder,DC,2016,85.0,8.5
Christopher Morris,All-Rounder,DC,2016,70.0,7.0
Sanju Samson,Wicket-Keeper,DC,2016,42.0,4.2
Carlos Brathwaite,All-Rounder,DC,2016,42.0,4.2
Karun Nair,Batsman,DC,2016,40.0,4.0
Rishabh Pant,Wicket-Keeper,DC,2016,19.0,1.9
Joel Paris,Bowler,DC,2016,3.0,0.3
Sam Billings,Wicket-Keeper,DC,2016,3.0,0.3
Chama Milind,Bowler,DC,2016,1.0,0.1
Pratyush Singh,All-Rounder,DC,2016,1.0,0.1
Mahipal Lomror,All-Rounder,DC,2016,1.0,0.1
Syed Khaleel Ahmed,All-Rounder,DC,2016,1.0,0.1
Akhil Arvind Herwadkar,All-Rounder,DC,2016,1.0,0.1
Pawan Suyal,Bowler,DC,2016,1.0,0.1
Praveen Kumar,Bowler,GT,2016,35.0,3.5
Dale Steyn,Bowler,GT,2016,23.0,2.3
Dinesh Karthik,Wicket-Keeper,GT,2016,23.0,2.3
Dwayne Smith,All-Rounder,GT,2016,23.0,2.3
Dhawal Kulkarni,Bowler,GT,2016,20.0,2.0
